pincode,coordinates
600429,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600430,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600431,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600432,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600433,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600434,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600435,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600436,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600437,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600438,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600439,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600440,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600441,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600442,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600443,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600444,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600445,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600446,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600447,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600448,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600449,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600450,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600451,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600452,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600453,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600454,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600455,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600456,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600457,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600458,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600459,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600460,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600461,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600462,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600463,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600464,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600465,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600466,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600467,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600468,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600469,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600470,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600471,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600472,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600473,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600474,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600475,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600476,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600477,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600478,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600479,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600480,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600481,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600482,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600483,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600484,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600485,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600486,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600487,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600488,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600489,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600490,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600491,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600492,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600493,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600494,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600495,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600496,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600497,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600498,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600499,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600500,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600501,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600502,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600503,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600504,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600505,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600506,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600507,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600508,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600509,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600510,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600511,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600512,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600513,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600514,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600515,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600516,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600517,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600518,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600519,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600520,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600521,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600522,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600523,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600524,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600525,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600526,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600527,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600528,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600529,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600530,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600531,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600532,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600533,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600534,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600535,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600536,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600537,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600538,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600539,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600540,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600541,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600542,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600543,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600544,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600545,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600546,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600547,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600548,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600549,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600550,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600551,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600552,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600553,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600554,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600555,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600556,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600557,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600558,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600559,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600560,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600561,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600562,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600563,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600564,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600565,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600566,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600567,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600568,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600569,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600570,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600571,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600572,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600573,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600574,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600575,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600576,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600577,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600578,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600579,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600580,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600581,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600582,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600583,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600584,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600585,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600586,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600587,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600588,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600589,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600590,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600591,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600592,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600593,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600594,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600595,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600596,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600597,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600598,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600599,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600600,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600601,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600602,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600603,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600604,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600605,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600606,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600607,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600608,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600609,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600610,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600611,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600612,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600613,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600614,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600615,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600616,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600617,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600618,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600619,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600620,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600621,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600622,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600623,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600624,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600625,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600626,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600627,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600628,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600629,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600630,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600631,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600632,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600633,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600634,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600635,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600636,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600637,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600638,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600639,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600640,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600641,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600642,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600643,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600644,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600645,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600646,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600647,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600648,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600649,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600650,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600651,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600652,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600653,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600654,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600655,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600656,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600657,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600658,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600659,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600660,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600661,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600662,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600663,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600664,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600665,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600666,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600667,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600668,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600669,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600670,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600671,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600672,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
600673,"{'latitude': 39.91999053955078, 'longitude': -86.28179931640625}"
